allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
0.0009150326797385621,0.00726798481739686,0.208955223880597,0.6666666666666666,0.18861789486260463,0.6478566898052646,0.6142898634911415,0.8555555555555556,0.6931379017815062,0.5782939260765868,0.1667092069279854,2.0
0.004836601307189542,0.022111859766970995,0.208955223880597,0.6666666666666666,0.14808612903225812,0.6478566898052646,0.6142898634911415,0.8466666666666667,0.6931379017815062,0.6040872165522585,0.12318140382862351,6.0
0.006862745098039216,0.008092125863563853,0.14925373134328357,0.7999999999999999,0.12181620908004782,0.7520269503555403,0.7993029334882369,0.7946666666666669,0.5854539777547365,0.5829102047240281,0.0740601640838651,3.5
0.00823529411764706,0.020759024464772343,0.23283582089552238,0.7333333333333334,0.201548733572282,0.7040386834153121,0.7824571594539645,0.8555555555555556,0.5743142614761052,0.5923461543117955,0.17891340018231539,6.0
0.013986928104575164,0.04057261920111161,0.3343283582089552,0.8666666666666667,0.3195358273596178,0.7431838649438763,0.821376706360732,0.7733333333333334,0.5941182015270053,0.5781425925253332,0.39203919781221513,2.5
0.00522875816993464,0.005826253463504255,0.14925373134328357,0.75,0.12541270144265237,0.7281236615174923,0.7551553877432472,0.7597777777777778,0.526042157602036,0.5947093790481727,0.04913217866909754,5.5
0.0032679738562091504,0.013226673859562384,0.14925373134328357,0.7999999999999999,0.12125981262007172,0.6929890901172192,0.7850711588730759,0.7546666666666667,0.5446083513997549,0.600950374701873,0.062373746581586134,5.5
0.007320261437908497,0.023686012704676917,0.36815920398009955,1.0,0.3323873357228197,0.737206922207916,0.7948494529964178,0.7681481481481482,0.5992754775819272,0.5783181394447875,0.28350227894257063,4.5
0.006862745098039216,0.013103313939799141,0.14925373134328357,0.7999999999999999,0.13135882915173241,0.6929890901172192,0.8001742666279407,0.760888888888889,0.5322308888679422,0.5968982675335052,0.054214220601640835,6.0
0.057777777777777775,0.24923891215817015,0.5301080802882142,0.5287356321839081,0.47832163309026504,0.5763012467258104,0.6288812359099899,0.8482539682539684,0.7204536811620582,0.561149996627424,0.5618523245214221,2.5
0.0,0.001174686071024054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07334001823154056,2.5
0.0037908496732026145,0.017826320106970214,0.2835820895522388,0.6666666666666666,0.23636831541218645,0.6478566898052646,0.7130409526575661,0.8355555555555555,0.7055153643133187,0.5763931766728411,0.17290428441203282,4.0
0.00823529411764706,0.019540415304281498,0.11287313432835822,0.6197916666666666,0.09374611875746718,0.808866173722485,0.7551553877432472,0.6755555555555556,0.44056030699170506,0.8575391348563541,0.06345031905195989,3.8
0.013594771241830065,0.026520858476908025,0.14111261872455905,0.7424242424242423,0.11329637191810579,0.7404538152986416,0.8029466902542696,0.7377777777777778,0.5395448440003769,0.6029162800782312,0.07501367365542387,6.0
0.0058823529411764705,0.01765617230053127,0.26865671641791045,0.7999999999999999,0.23887495021903624,0.8285476468616624,0.8235550392099913,0.7004444444444444,0.45053963615797904,0.6741453689915536,0.2499134001823154,3.8
0.01869281045751634,0.06336243916242307,0.6388059701492537,0.8333333333333334,0.6142626045400241,0.5988661802816643,0.6337496369445251,0.8577777777777778,0.7983463333019134,0.5422402208259179,0.4647948951686417,3.3
0.006535947712418301,0.02417998729791835,0.746268656716418,0.6666666666666666,0.7012325866188772,0.6335747329922122,0.6505954109787976,0.9322222222222223,0.7302702893769442,0.5422402208259179,0.6669097538742024,2.5
0.0032679738562091504,0.005059908806911712,0.14925373134328357,0.8333333333333334,0.11957549581839907,0.799186792961476,0.7993029334882369,0.7502222222222223,0.5848351046281458,0.6050024818702405,0.06236736554238832,3.3
0.006274509803921568,0.013103313939799141,0.1791044776119403,0.7916666666666666,0.14637406660692956,0.7312131989051417,0.7856520476328783,0.7844444444444444,0.5848351046281458,0.5988404823302945,0.1608067456700091,5.0
0.007450980392156863,0.017826320106970214,0.26865671641791045,0.7333333333333334,0.24306759259259267,0.7291813291651936,0.7952367121696197,0.7742222222222224,0.5743142614761052,0.5747212435985908,0.2090063810391978,6.0
0.007320261437908497,0.020283709668802614,0.3283582089552239,0.7777777777777778,0.3023507765830347,0.7634851805184507,0.8209894471875302,0.7629629629629631,0.566268910830427,0.5747365787317845,0.1994430264357338,5.8
0.005359477124183006,0.0301386825600163,0.46417910447761196,0.7999999999999999,0.44634830346475535,0.6335747329922122,0.5866976474005229,0.8462222222222222,0.7327457818833066,0.5434629959200474,0.6052871467639015,2.5
0.004705882352941176,0.0027105843510121766,0.11940298507462686,0.7999999999999999,0.10072961768219835,0.7549560174238037,0.8205053732210282,0.7226666666666666,0.5124269488170421,0.5901251831135971,0.06191613491340018,6.0
0.0030065359477124184,0.011093765732420088,0.17313432835820894,0.7999999999999999,0.13878027479092,0.7291813291651936,0.812082486203892,0.7564444444444446,0.5322308888679422,0.5965399096841365,0.17806289881494985,6.0
0.0028104575163398694,0.011573477243121966,0.12835820895522387,0.6666666666666666,0.10627453285543612,0.7501956275199547,0.8001742666279407,0.724888888888889,0.5124269488170421,0.6041041659099989,0.051366453965360076,2.5
0.008366013071895426,0.017826320106970214,0.191044776119403,0.7999999999999999,0.15761778972520912,0.7465447883713623,0.8161487075225095,0.7733333333333334,0.5322308888679422,0.596641605830579,0.11511212397447584,6.3
0.006928104575163399,0.017826320106970214,0.5277611940298508,0.7999999999999999,0.43152031063321405,0.6645393062093782,0.6831251815277374,0.8088888888888891,0.6832359317560561,0.5757527330839356,0.5013828623518687,2.0
0.009411764705882352,0.02417998729791835,0.7164179104477612,0.6666666666666666,0.6948954599761054,0.6820726481571002,0.6505954109787976,0.8955555555555557,0.7302702893769442,0.5434629959200474,0.7087511394712853,2.0
0.015436601307189542,0.038212751959753564,0.3522388059701493,0.7999999999999999,0.29393093189964165,0.6946603689800672,0.7859424920127797,0.8262222222222224,0.592880455273824,0.5657501906802747,0.3907830446672743,2.0
0.00196078431372549,0.002710073539061864,0.08955223880597014,0.6666666666666666,0.06992293906810038,0.7677584857741241,0.7762126052860878,0.6644444444444445,0.4393999198793477,0.7487893315899709,0.06308751139471284,2.5
0.02366013071895425,0.006039548163676249,0.1298507462686567,0.7833333333333333,0.10072961768219835,0.7839635939317097,0.7789718268951495,0.6644444444444445,0.4393999198793477,0.5952590225063258,0.0557584320875114,5.5
0.00823529411764706,0.02081499763665504,0.3761194029850746,0.9333333333333332,0.34828804062126656,0.761797503707576,0.8376415916352018,0.7715555555555556,0.5842162315015552,0.5660698071405222,0.4171175934366454,2.8
0.006535947712418301,0.013748115674387773,0.14925373134328357,0.8888888888888888,0.12141718488450823,0.7709932543214605,0.8534224029431696,0.7629629629629631,0.5528599930876299,0.6013289103580753,0.0773746581586144,6.5
0.00522875816993464,0.008843045865236671,0.14925373134328357,0.8333333333333334,0.12099927344683396,0.7675912267042552,0.8103398199244845,0.7377777777777778,0.5275893404185126,0.5970925798133149,0.0785432999088423,6.3
0.0058823529411764705,0.01778484248760142,0.3208955223880597,0.6666666666666666,0.29976762246117095,0.6607913912084696,0.7348242811501596,0.8111111111111111,0.7209871924780846,0.5798980617198755,0.11352142206016408,3.0
0.004313725490196078,0.007063765776122892,0.18905472636815918,0.7777777777777778,0.15903038630027883,0.7447794946064963,0.8151805595895051,0.7777777777777778,0.6064956640588179,0.5889982526019281,0.1132789425706472,5.8
0.009411764705882352,0.013903607765052893,0.1791044776119403,0.7999999999999999,0.14357000000000006,0.7331286432141028,0.7769387162358408,0.7715555555555556,0.5792652464888303,0.5952590225063258,0.07784958979033728,6.0
0.01281045751633987,0.032429682709576906,0.36815920398009955,0.7777777777777778,0.3169076065312625,0.7737185932834443,0.827185593958757,0.7681481481481482,0.6064956640588179,0.5734895902694543,0.4171175934366454,6.0
0.006535947712418301,0.01175332114671822,0.11940298507462686,0.8333333333333334,0.09906703504579852,0.8143776333738035,0.8045309323264594,0.6448148148148148,0.4393999198793477,0.7487893315899709,0.06013855970829535,3.5
0.009869281045751634,0.035733511775315994,0.7512437810945275,0.7222222222222222,0.7229553962564716,0.5596160518857313,0.5934746829315518,0.922962962962963,0.8457932730071952,0.5047518735093643,0.06854421148587055,1.8
0.007058823529411765,0.01175332114671822,0.16119402985074627,0.7999999999999999,0.12935733572281963,0.6946603689800672,0.7795527156549521,0.7946666666666669,0.592880455273824,0.6034625116526835,0.04526891522333637,6.0
0.00130718954248366,0.0015123454692096095,0.14925373134328357,0.6666666666666666,0.12541270144265237,0.7399377271525751,0.7130409526575661,0.8311111111111111,0.9592533462154773,0.5844259615733847,0.041286235186873285,2.3
0.006013071895424837,0.010415264403958761,0.1373134328358209,0.7999999999999999,0.11015255675029871,0.7739083722019361,0.8146964856230032,0.736,0.5248044113488548,0.6043608276129252,0.04719416590701914,3.5
0.01673202614379085,0.03674009587934087,0.1791044776119403,0.7708333333333334,0.14644516072139735,0.7345887165063713,0.8082652172109044,0.7673611111111112,0.5262555621284465,0.5973188234724391,0.08337010027347311,5.5
0.005359477124183006,0.02081499763665504,0.3522388059701493,0.7999999999999999,0.29393093189964165,0.7431838649438763,0.8376415916352018,0.7715555555555556,0.5854539777547365,0.5657501906802747,0.23961075660893344,6.0
0.007058823529411765,0.017826320106970214,0.6567164179104478,0.9333333333333332,0.646926612903226,0.7057099622781603,0.7470229451060122,0.7982222222222223,0.6362015741351682,0.576515454182254,0.45607201458523244,2.0
0.007058823529411765,0.028309865762841238,0.26865671641791045,0.6666666666666666,0.223095669056153,0.7500290243680066,0.8103398199244845,0.7697777777777778,0.6064956640588179,0.5887056744028379,0.21655241567912487,6.0
0.0028104575163398694,0.01157334701328684,0.16044776119402984,0.625,0.13269250298685786,0.799186792961476,0.7921870461806564,0.6866666666666666,0.4393999198793477,0.7438709911742273,0.09734184138559707,5.0
0.002352941176470588,0.00134505261175324,0.26865671641791045,0.6666666666666666,0.223095669056153,0.5676412076498395,0.5779843160034853,1.0,0.9283096898859458,0.5844259615733847,0.033732907930720146,2.0
0.03803921568627451,0.09589887301720829,0.35074626865671643,0.7333333333333334,0.2940528636499404,0.7348091049278457,0.8231193726401396,0.7946666666666669,0.581121865868602,0.5694984200777249,0.41627164995442106,6.0
0.008562091503267973,0.04158853320377235,0.23134328358208955,0.8333333333333334,0.19996960042479783,0.7403279983156027,0.8093716719914802,0.7629629629629631,0.5528599930876299,0.5889982526019281,0.15510938924339104,5.5
0.007581699346405229,0.01296543669775851,0.15522388059701492,0.7999999999999999,0.13135789747431306,0.7040386834153121,0.7604995643334301,0.7377777777777778,0.5631745451974738,0.5953026065690867,0.045320875113947126,5.5
0.006013071895424837,0.012669989907623172,0.13313432835820896,0.7833333333333333,0.09855173237753884,0.8002224873588218,0.821376706360732,0.7324444444444445,0.42949794985389755,0.6041041659099989,0.07067000911577027,3.8
0.12379084967320261,0.03890877483785303,0.11857379767827529,0.7314814814814815,0.09683810599893804,0.7521753335652368,0.7808113079678574,0.6864197530864198,0.4552155664477749,0.728348876970531,0.050097538742023696,2.5
0.00196078431372549,0.003627253111917133,0.15422885572139305,0.8888888888888888,0.11963771405814419,0.7737185932834443,0.850033885177655,0.7614814814814816,0.49922432211644197,0.6047369419323075,0.13019416590701915,7.0
0.00196078431372549,0.004201172107857201,0.11194029850746269,0.6666666666666666,0.08958697505973719,0.7677584857741241,0.7762126052860878,0.6644444444444445,0.4393999198793477,0.7487893315899709,0.05124430264357338,3.8
0.012549019607843137,0.024494087665392964,0.7164179104477612,0.6666666666666666,0.6868323178016729,0.5387152273313127,0.6665698518733663,0.9088888888888889,0.8416674521632576,0.5434629959200474,0.703281677301732,2.5
0.01607843137254902,0.03755371901977905,0.34328358208955223,0.7999999999999999,0.29393093189964165,0.6946603689800672,0.7679349404589021,0.7900000000000001,0.5854539777547365,0.5911330645649463,0.28718322698268,2.8
0.016339869281045753,0.022911356663382933,0.191044776119403,0.7999999999999999,0.15165207224611715,0.730985103448095,0.6831251815277374,0.7697777777777778,0.5347063813743048,0.5835857576968243,0.11200729261622606,3.8
0.0036601307189542483,0.015058450178333899,0.191044776119403,0.7999999999999999,0.15761778972520912,0.7465447883713623,0.820214928841127,0.7475555555555555,0.5099514563106796,0.5914720517197545,0.16725250683682769,2.5
0.006928104575163399,0.029838794738130295,0.3402985074626866,0.7999999999999999,0.28264888010991646,0.761797503707576,0.820214928841127,0.7604444444444445,0.5712198958431519,0.5848393503553312,0.28961257976298993,4.5
0.0024836601307189543,0.00241513756087684,0.18905472636815918,0.7777777777777778,0.15546556416965357,0.8955203648302931,0.8674605479717301,0.7777777777777778,0.6064956640588179,0.5837318450183012,0.1253236098450319,4.0
0.0037908496732026145,0.011571145545954557,0.26865671641791045,0.8333333333333334,0.23576307048984474,0.6946603689800672,0.7391809468486784,0.7844444444444444,0.5600801795645206,0.5763931766728411,0.09626709206927984,7.3
0.002352941176470588,0.005520190026212871,0.26865671641791045,0.6666666666666666,0.21546296296296302,0.5402533548561866,0.5198954400232355,0.9133333333333334,0.8602336459609764,0.6041235366045594,0.12980492251595258,4.0
0.00522875816993464,0.012027265630464126,0.14925373134328357,0.6666666666666666,0.12099927344683396,0.7232626538045536,0.8103398199244845,0.7433333333333334,0.5275893404185126,0.5996137967772007,0.09345943482224248,7.5
0.03803921568627451,0.11474241409013976,0.1623134328358209,0.7708333333333334,0.13265258856033457,0.7117435052647252,0.7755772582050537,0.7947222222222222,0.5856086960363842,0.5761604559377232,0.038991795806745666,3.8
0.006274509803921568,0.02417998729791835,0.7164179104477612,0.3333333333333333,0.6948954599761054,0.6820726481571002,0.6505954109787976,0.8955555555555557,0.7302702893769442,0.5434629959200474,0.698268003646308,3.0
0.012549019607843137,0.059386359800308666,0.7164179104477612,0.3333333333333333,0.6651203703703705,0.5328775578339229,0.5692709846064479,0.9322222222222223,0.8478561834291639,0.5224185522827153,0.04170373746581586,3.8
0.008366013071895426,0.031746522651730086,0.191044776119403,0.7999999999999999,0.15761778972520912,0.7465447883713623,0.8161487075225095,0.7733333333333334,0.6064956640588179,0.5923461543117955,0.32094074749316315,6.0
0.01281045751633987,0.040569509234899666,0.3656716417910448,0.75,0.3195358273596178,0.6478566898052646,0.6665698518733663,0.8111111111111111,0.6931379017815062,0.5742490829186793,0.43208751139471285,2.5
0.003594771241830065,0.0148936219691005,0.17313432835820894,0.7999999999999999,0.13841301075268822,0.7873245173591956,0.821376706360732,0.7386666666666666,0.48395878499387307,0.5968982675335052,0.10241750227894257,2.8
0.000392156862745098,0.002643471280158276,0.08955223880597014,0.6666666666666666,0.06967471923536442,0.7675912267042552,0.7493465001452222,0.6644444444444445,0.4393999198793477,0.6047772975459751,0.05336645396536007,10.0
0.008562091503267973,0.032429682709576906,0.31343283582089554,0.7777777777777778,0.3019266427718042,0.7678481278900016,0.8151805595895051,0.7614814814814816,0.5693632764633801,0.573550123689956,0.41627164995442106,5.8
0.015359477124183006,0.03841843890507957,0.35074626865671643,0.9166666666666666,0.39311092443249707,0.7648322719488174,0.8488237002614,0.7466666666666666,0.6807604392496936,0.5736404193755372,0.2815250683682771,1.8
0.01934640522875817,0.026769544203826243,0.4207533759772567,0.8333333333333334,0.40287274847812493,0.758572511460682,0.8016264885274469,0.7597883597883599,0.5967705149266795,0.5574194083982337,0.3168541476754786,3.0
0.007058823529411765,0.01765112949031859,0.5373134328358209,1.0,0.538988649940263,0.6971751582893922,0.7769387162358408,0.7755555555555556,0.5916427090206428,0.5799949151926779,0.3040474020054694,2.5
0.004836601307189542,0.031662566003872246,0.36815920398009955,0.6666666666666666,0.3169076065312625,0.6008120701141276,0.6331687481847227,0.8503703703703702,0.7508993935966316,0.5433802669120289,0.4127210574293527,3.8
0.007450980392156863,0.023144362329406275,0.191044776119403,0.9333333333333332,0.15630063142174438,0.6929890901172192,0.7865233807725821,0.7324444444444445,0.5446083513997549,0.5965399096841365,0.25876025524156787,6.0
0.013202614379084968,0.035473269802699936,0.30149253731343284,0.9333333333333332,0.28264888010991646,0.7465447883713623,0.8161487075225095,0.7742222222222224,0.5322308888679422,0.5792612501362002,0.32094074749316315,6.0
0.006274509803921568,0.020759024464772343,0.1791044776119403,0.6666666666666666,0.14637406660692956,0.6971751582893922,0.7391809468486784,0.8555555555555556,0.5600801795645206,0.5945713628494292,0.11403190519598906,3.8
0.022679738562091503,0.05090299357860318,0.6305970149253731,0.8958333333333334,0.5608399044205498,0.6146202792767324,0.7348242811501596,0.8068055555555556,0.6258354492647751,0.5316831922904635,0.5071257976298997,3.5
0.00522875816993464,0.012027265630464126,0.14925373134328357,0.8333333333333334,0.12099927344683396,0.7232626538045536,0.8103398199244845,0.7433333333333334,0.5275893404185126,0.5996137967772007,0.06693254329990883,7.5
0.006535947712418301,0.01381756743983306,0.14925373134328357,0.7999999999999999,0.11993439665471926,0.7431838649438763,0.7998838222480394,0.7742222222222224,0.5322308888679422,0.6034625116526835,0.08622515952597994,5.5
0.007058823529411765,0.011093765732420088,0.15671641791044777,0.7999999999999999,0.12935733572281963,0.7331286432141028,0.7920418239907059,0.7853333333333333,0.5631745451974738,0.6034625116526835,0.06541476754785779,6.0
0.004313725490196078,0.0148936219691005,0.20597014925373136,0.7999999999999999,0.16241587813620076,0.6971751582893922,0.7470229451060122,0.7955555555555556,0.5916427090206428,0.5642453298466081,0.13695442114858702,5.5
0.005620915032679739,0.008092125863563853,0.17313432835820894,0.7999999999999999,0.13453925836320196,0.7501956275199547,0.7993029334882369,0.7675555555555555,0.5854539777547365,0.594355863872444,0.07350136736554239,3.5
0.0027450980392156863,0.008400012518546992,0.3044776119402985,0.7999999999999999,0.2598478016726405,0.8260623738587848,0.821376706360732,0.7395555555555466,0.5854539777547365,0.576222472427027,0.211567000911577,5.0
0.0027450980392156863,0.0,0.0,0.6666666666666666,0.0,0.0017529406440195698,0.7920418239907059,0.7853333333333333,0.0,0.0,0.07311941659070191,6.0
0.008888888888888889,0.012998613817307601,0.16169154228855762,0.8611111111111112,0.11963771405814419,0.7706795069158894,0.8151805595895051,0.7629629629629631,0.5507970826656612,0.6013289103580753,0.06792251595259799,5.5
0.014640522875816993,0.015652447504884096,0.17313432835820894,0.7999999999999999,0.13841301075268822,0.7207055577893204,0.7993029334882369,0.7742222222222224,0.5384196201338485,0.5970659451082942,0.1010838650865998,6.0
0.01281045751633987,0.04808007763676112,0.3656716417910448,0.9166666666666666,0.3195358273596178,0.6082887691765803,0.6665698518733663,0.8355555555555555,0.7055153643133187,0.5686691122168548,0.09052962625341841,3.8
0.006535947712418301,0.023993389325201293,0.746268656716418,0.6666666666666666,0.7012325866188772,0.5912280160909784,0.6665698518733663,0.9088888888888889,0.8416674521632576,0.5165679971912492,0.04171194165907019,2.5
0.008104575163398693,0.0328479731650843,0.34079601990049746,0.7777777777777778,0.2866528474711272,0.7482886554841407,0.850033885177655,0.7807407407407407,0.6064956640588179,0.5717583344431126,0.4665451230628988,2.8
0.007320261437908497,0.0211653850898907,0.20033167495854062,0.7407407407407409,0.16492841497411403,0.7906256064963276,0.8674605479717301,0.7917037037037037,0.6044327536368491,0.5856837115326928,0.2090063810391978,6.0
0.004705882352941176,0.015875332563362196,0.1791044776119403,0.7777777777777778,0.1472771007566707,0.7709932543214605,0.8466453674121406,0.7570370370370371,0.5095388742262857,0.5980944079226143,0.10706289881494985,6.0
0.013071895424836602,0.02651865700957574,0.14925373134328357,0.6666666666666666,0.12139806239620672,0.8139736425942603,0.8186900958466454,0.7116666666666667,0.5631745451974738,0.596519328321166,0.07028714676390155,5.3
0.000392156862745098,0.002643471280158276,0.08955223880597014,0.6666666666666666,0.07174193548387099,0.7385832566455964,0.7406331687481846,0.7555555555555555,0.4641548449429729,0.6047772975459751,0.012092980856882405,10.0
0.012091503267973857,0.01765112949031859,0.4119402985074627,0.7999999999999999,0.39311092443249707,0.7232626538045536,0.7348242811501596,0.8355555555555555,0.5842162315015552,0.5781425925253332,0.3533637192342753,3.8
0.00522875816993464,0.012030108139581847,0.1326699834162521,0.7407407407407409,0.10618013407672909,0.7516003121877785,0.8284119146738952,0.7674074074074073,0.5122894214555775,0.5813078178239984,0.09734184138559707,8.5
0.00607843137254902,0.040569509234899666,0.46417910447761196,0.7999999999999999,0.41572358422939076,0.6335747329922122,0.5750798722044729,0.8475555555555556,0.7380062034593269,0.5434629959200474,0.5893691886964448,2.3
0.007058823529411765,0.01296543669775851,0.14925373134328357,0.7999999999999999,0.11993439665471926,0.7431838649438763,0.7859424920127797,0.7457777777777779,0.5656500377038364,0.6041041659099989,0.06469097538742023,6.0
0.0024836601307189543,0.012998613817307601,0.27860696517412936,0.8888888888888888,0.24541015531660704,0.7447794946064963,0.8151805595895051,0.7659259259259259,0.5693632764633801,0.5889982526019281,0.25876025524156787,6.5
0.004052287581699347,0.00994411074278062,0.30348258706467657,0.7777777777777778,0.27789936280366395,0.7369041067676954,0.8321231484170781,0.7629629629629631,0.5693632764633801,0.5906044060259001,0.17806289881494985,4.3
0.0030065359477124184,0.008072424227611143,0.2643876327931301,0.7719298245614036,0.23899105891221484,0.7142661395923562,0.8343396976321141,0.7620596205962059,0.5821336743136629,0.5788498777543503,0.4171175934366454,5.8
0.0036601307189542483,0.01175332114671822,0.1582089552238806,0.7999999999999999,0.12125981262007172,0.7897796181377047,0.7993029334882369,0.7502222222222223,0.5805029927420116,0.596519328321166,0.1667092069279854,3.8
0.006013071895424837,0.011753321146718216,0.14865671641791045,0.7400000000000001,0.11079173070011952,0.7897796181377047,0.8205053732210282,0.7226666666666666,0.5797603449901026,0.596519328321166,0.06337192342752962,6.0
0.006535947712418301,0.011753321146718216,0.14925373134328357,0.7999999999999999,0.12125981262007172,0.7897796181377047,0.8001742666279407,0.7248888888888888,0.5124269488170421,0.6744628869598908,0.06142479489516864,5.5
0.057777777777777775,0.18880604872753995,0.5277611940298508,0.88,0.4931973715651136,0.6146202792767324,0.66744118501307,0.8476444444444444,0.7426477519087566,0.5592067700577489,0.5013828623518687,2.5
0.006535947712418301,0.01175332114671822,0.1582089552238806,0.7999999999999999,0.12421512185185189,0.743274381616982,0.8207958176009295,0.7466666666666667,0.5347063813743048,0.6043608276129252,0.06825524156791249,5.5
0.002352941176470588,0.005520190026212871,0.26865671641791045,0.6666666666666666,0.21546296296296302,0.5402533548561866,0.5198954400232355,0.9133333333333334,0.8602336459609764,0.6040872165522585,0.09443026435733819,4.0
0.006405228758169935,0.024246851571475294,0.7313432835820896,0.8333333333333334,0.7146326164874554,0.5938254510583564,0.6505954109787976,0.8955555555555557,0.7302702893769442,0.5434629959200474,0.8017319963536919,2.3
0.006535947712418301,0.03155785344151586,0.4298507462686567,0.9333333333333332,0.4058506571087218,0.7057099622781603,0.8434504792332268,0.8462222222222222,0.7209871924780846,0.5657501906802747,0.2980483135824977,2.5
0.005620915032679739,0.00874130643057891,0.12835820895522387,0.7999999999999999,0.10627453285543612,0.8260623738587848,0.7783909381353471,0.7075555555555556,0.4567283674238854,0.7143427886536156,0.05318505013673655,4.3
0.0044444444444444444,0.009357875891895455,0.20298507462686566,0.7999999999999999,0.17663256869773003,0.8068944844517936,0.8376415916352018,0.735111111111111,0.47900779998114806,0.6050024818702405,0.15551595259799453,3.5
0.012549019607843137,0.02081499763665504,0.22686567164179103,0.7999999999999999,0.19078505376344093,0.730985103448095,0.8056927098460646,0.7680000000000001,0.5569858139315675,0.5835857576968243,0.10489699179580673,6.0
0.007058823529411765,0.00279243741772424,0.16119402985074627,0.7999999999999999,0.1303715761648746,0.7230734214843292,0.7679349404589021,0.7973333333333333,0.5941182015270053,0.6047458201673144,0.07288514129443938,5.8
0.01431372549019608,0.06403730183041641,0.36815920398009955,0.7407407407407409,0.34098960573476716,0.7631255188584055,0.8577790686416884,0.7703703703703704,0.5666127292340885,0.5696961625846965,0.4171175934366454,6.0
0.007320261437908497,0.02161011025819968,0.25671641791044775,0.7999999999999999,0.23576307048984474,0.7638531504721625,0.7993029334882369,0.7448888888888888,0.5644122914506551,0.5792612501362002,0.17290428441203282,5.3
0.011503267973856209,0.015444030009223996,0.13253731343283584,0.7333333333333334,0.11102963643847077,0.7431838649438763,0.7859424920127797,0.7457777777777779,0.5520348289188425,0.5945713628494292,0.04432907930720146,6.0
0.004575163398692811,0.009042736795706042,0.14925373134328357,0.7619047619047619,0.12140569807134327,0.8272249415225756,0.7588896726276917,0.7295238095238097,0.5472606647994289,0.5979716115553111,0.04649589790337283,2.3
0.009019607843137255,0.025932447038420264,0.14925373134328357,0.7999999999999999,0.11993439665471926,0.7431838649438763,0.812082486203892,0.7680000000000001,0.5446083513997549,0.6034625116526835,0.08525432999088423,3.8
0.004575163398692811,0.005528474976201508,0.06965174129353234,0.5333333333333333,0.052620748705694956,0.8863104026614526,0.7749056055765321,0.5860740740740742,0.3127372199704653,0.9229756615293973,0.01220510483135825,2.3
0.007058823529411765,0.02622477764241123,0.46417910447761196,0.8333333333333334,0.42332464904420547,0.5989317720737697,0.5765320941039791,0.8355555555555555,0.7395533862758034,0.5660698071405222,0.36080218778486783,2.5
