id,Hardness
10641,4.870116
10642,2.6249368
10643,1.5443864
10644,3.5673442
10645,5.6136274
10646,3.4370308
10647,5.906106
10648,5.796406
10649,5.5220547
10650,3.4290519
10651,4.6299458
10652,6.038664
10653,5.5607667
10654,4.040167
10655,4.2050896
10656,5.567198
10657,4.2328463
10658,5.9370914
10659,5.9367065
10660,3.3646955
10661,5.4618063
10662,3.8554103
10663,5.8647842
10664,3.1723864
10665,5.9934382
10666,6.0086937
10667,5.512215
10668,5.963243
10669,4.329701
10670,4.1470523
10671,5.774748
10672,2.405168
10673,3.8799052
10674,5.172104
10675,5.2233524
10676,2.6800346
10677,2.6142278
10678,3.2838078
10679,2.5601273
10680,5.952692
10681,4.421027
10682,3.8849516
10683,4.062832
10684,2.5855036
10685,5.391361
10686,3.4573064
10687,5.6530895
10688,5.9600453
10689,4.92686
10690,5.3747168
10691,5.618968
10692,5.5826435
10693,5.540483
10694,5.9272184
10695,3.7791853
10696,5.9664598
10697,5.514462
10698,3.9204764
10699,1.6557496
10700,4.2091885
10701,5.613645
10702,5.8303328
10703,5.2957788
10704,2.8294983
10705,5.485338
10706,5.8827877
10707,5.8942003
10708,4.005047
10709,2.763515
10710,4.1985826
10711,4.4561996
10712,5.9447207
10713,2.2265382
10714,2.3409858
10715,5.7376695
10716,5.392695
10717,5.8389115
10718,5.312024
10719,5.2042294
10720,5.918543
10721,5.3668647
10722,2.505591
10723,2.8306713
10724,5.8220615
10725,1.5269405
10726,2.427994
10727,3.6597521
10728,2.6441329
10729,5.889434
10730,5.6298723
10731,5.5247946
10732,3.2777152
10733,2.2946596
10734,5.9942
10735,5.836338
10736,5.851182
10737,4.9482718
10738,5.9303
10739,2.9447594
10740,2.3311095
10741,5.685794
10742,3.5582457
10743,4.5503836
10744,3.1974406
10745,5.7064705
10746,4.27423
10747,2.9024348
10748,5.9562283
10749,4.668582
10750,4.670783
10751,5.8163977
10752,4.634055
10753,4.093986
10754,5.7153497
10755,5.8330817
10756,4.094058
10757,2.7216778
10758,5.357085
10759,3.6011744
10760,6.0250864
10761,5.678634
10762,5.969755
10763,5.57286
10764,5.206023
10765,3.1121583
10766,5.975419
10767,4.6018095
10768,5.8614883
10769,5.7950687
10770,5.770648
10771,2.5289798
10772,5.985448
10773,2.7031958
10774,5.6005034
10775,5.4291925
10776,5.000746
10777,1.5216086
10778,5.7193575
10779,5.7661858
10780,5.040858
10781,4.366288
10782,5.91383
10783,3.9137788
10784,5.9989357
10785,5.978248
10786,5.4771156
10787,5.714489
10788,6.038694
10789,5.911941
10790,2.9200234
10791,5.12569
10792,5.9574203
10793,5.202487
10794,5.8055396
10795,5.8734217
10796,5.2218847
10797,6.037488
10798,5.8960385
10799,5.78506
10800,3.1355257
10801,5.9819155
10802,5.6029167
10803,5.456957
10804,5.917409
10805,5.8805227
10806,6.0111346
10807,5.899729
10808,2.6988773
10809,2.3412833
10810,4.931259
10811,4.0751324
10812,3.6824312
10813,5.164646
10814,5.4255347
10815,2.3253684
10816,5.39314
10817,5.510139
10818,4.778522
10819,5.8645296
10820,5.9558053
10821,2.2197523
10822,2.3889022
10823,6.027827
10824,5.508299
10825,5.9714756
10826,3.9306855
10827,5.545442
10828,2.4355288
10829,5.8766007
10830,6.0235662
10831,5.6596413
10832,5.8801994
10833,5.662157
10834,5.5309916
10835,5.011895
10836,4.397007
10837,5.3325586
10838,3.8254037
10839,4.433093
10840,5.9098854
10841,5.206555
10842,5.7873178
10843,4.0796185
10844,3.116047
10845,3.10481
10846,5.9097266
10847,5.880436
10848,3.831674
10849,5.9996166
10850,5.632843
10851,2.5493135
10852,5.2629642
10853,4.766312
10854,4.854977
10855,4.870822
10856,5.400353
10857,5.821456
10858,5.483472
10859,5.7754
10860,5.9890566
10861,5.9542036
10862,5.786323
10863,2.8753712
10864,5.748802
10865,5.88505
10866,5.4554434
10867,1.5431966
10868,4.0266285
10869,4.864652
10870,5.900961
10871,5.795821
10872,3.9330263
10873,4.231742
10874,6.0796175
10875,5.9613113
10876,5.7269697
10877,5.180257
10878,6.01354
10879,5.922224
10880,3.1897936
10881,5.8812566
10882,3.642243
10883,4.5991096
10884,3.0922508
10885,5.744057
10886,2.5841434
10887,4.1755714
10888,5.6475143
10889,5.8598576
10890,5.556117
10891,3.9088507
10892,5.615902
10893,2.2543702
10894,5.701271
10895,5.4352303
10896,2.7418923
10897,6.1130824
10898,5.975364
10899,3.0366464
10900,4.055852
10901,5.9645767
10902,4.1063128
10903,3.1191714
10904,5.638967
10905,5.6360655
10906,3.620619
10907,3.1192222
10908,5.723417
10909,2.4753423
10910,5.6220965
10911,5.6556263
10912,5.8540697
10913,4.470518
10914,3.6944513
10915,3.9810472
10916,4.212086
10917,6.017606
10918,5.8913326
10919,5.124266
10920,6.0171785
10921,5.493966
10922,2.7369547
10923,4.6791224
10924,5.575593
10925,5.6352253
10926,5.6033244
10927,4.3500032
10928,2.2940755
10929,2.7380004
10930,4.839226
10931,2.488791
10932,5.781094
10933,5.9604673
10934,5.79336
10935,5.846473
10936,3.739254
10937,5.78393
10938,3.7529953
10939,5.64917
10940,5.8176155
10941,2.6494076
10942,5.746343
10943,5.850378
10944,3.5325322
10945,5.8761683
10946,5.97077
10947,4.376048
10948,5.295898
10949,2.939348
10950,3.5799668
10951,5.60097
10952,5.587788
10953,3.3788724
10954,5.265503
10955,4.460752
10956,5.8646975
10957,5.976716
10958,6.023059
10959,5.322139
10960,3.2943394
10961,5.556225
10962,3.2760959
10963,3.7176905
10964,5.868498
10965,5.859592
10966,5.023982
10967,5.4877114
10968,5.8628583
10969,3.0871375
10970,3.9983983
10971,5.6125774
10972,5.39362
10973,5.4142942
10974,5.1382704
10975,2.3998156
10976,6.1885643
10977,5.530772
10978,5.811864
10979,2.943178
10980,6.028532
10981,5.779708
10982,5.8836317
10983,3.57088
10984,5.872245
10985,2.834375
10986,5.958865
10987,5.7652693
10988,5.6481543
10989,4.293264
10990,3.3716097
10991,3.5459719
10992,4.698975
10993,3.6803036
10994,4.9279447
10995,4.617324
10996,6.024829
10997,5.9890404
10998,4.772944
10999,4.644868
11000,5.9519672
11001,6.0480537
11002,2.4102912
11003,5.9610715
11004,5.559031
11005,3.0855
11006,5.6444154
11007,5.885068
11008,5.6798296
11009,3.9600742
11010,5.939713
11011,5.8561764
11012,6.0104985
11013,5.7810984
11014,5.511661
11015,5.9504423
11016,5.9744816
11017,5.0755444
11018,3.897924
11019,3.4617965
11020,6.011107
11021,4.9149785
11022,5.945139
11023,5.3155055
11024,5.6718554
11025,3.580517
11026,2.1397166
11027,3.6436243
11028,5.7255244
11029,2.3124557
11030,2.8783793
11031,5.8824754
11032,3.3669305
11033,5.55283
11034,3.2345595
11035,5.5884647
11036,5.8428445
11037,5.6670685
11038,5.6890154
11039,5.9098
11040,5.9647784
11041,5.480766
11042,2.4125345
11043,2.7794127
11044,3.7980635
11045,5.8610573
11046,2.453106
11047,5.4151273
11048,5.566742
11049,5.9835987
11050,3.060966
11051,5.816591
11052,2.681793
11053,5.6938725
11054,5.507501
11055,5.775838
11056,5.4725685
11057,5.7688046
11058,5.940257
11059,5.824751
11060,3.193419
11061,5.9145546
11062,5.6572742
11063,6.006983
11064,5.409265
11065,6.0321493
11066,5.171609
11067,3.4133108
11068,5.0878487
11069,5.778587
11070,5.7580504
11071,5.632204
11072,3.0240154
11073,5.5851393
11074,5.565654
11075,2.94454
11076,3.299329
11077,4.1509666
11078,4.2642946
11079,5.6644154
11080,3.3166347
11081,5.8670673
11082,4.161619
11083,4.7865443
11084,6.0049706
11085,5.999519
11086,3.666447
11087,5.9795976
11088,2.3944302
11089,5.0442257
11090,6.050342
11091,2.675961
11092,3.1568131
11093,5.882372
11094,4.4978914
11095,3.8622484
11096,5.8822255
11097,3.946516
11098,5.337796
11099,6.0010424
11100,5.831032
11101,5.492605
11102,5.8868403
11103,3.0027769
11104,5.959756
11105,5.6399183
11106,5.4282846
11107,4.6602955
11108,5.895963
11109,5.967731
11110,5.9757376
11111,3.9743993
11112,5.3223524
11113,5.554351
11114,3.5652833
11115,5.532406
11116,5.338024
11117,5.9247646
11118,6.0099635
11119,5.975587
11120,4.317661
11121,5.852683
11122,4.599106
11123,3.7518806
11124,5.637315
11125,5.5796156
11126,3.136732
11127,5.3192596
11128,5.9793167
11129,5.925003
11130,4.0843573
11131,3.7794077
11132,2.9932394
11133,3.2135282
11134,5.985422
11135,5.919302
11136,5.267862
11137,5.658472
11138,5.859994
11139,5.9804883
11140,5.292738
11141,5.942305
11142,5.8085814
11143,5.8268805
11144,2.7749152
11145,4.239034
11146,5.887043
11147,5.6220784
11148,2.719216
11149,5.116439
11150,5.6694937
11151,5.5018463
11152,3.1557515
11153,5.8198647
11154,2.8147063
11155,5.826235
11156,3.8226438
11157,2.7413049
11158,5.2972665
11159,5.552101
11160,3.6176186
11161,5.6656857
11162,5.895813
11163,6.016541
11164,6.0018826
11165,3.319662
11166,5.0208054
11167,5.377796
11168,5.2530384
11169,5.921889
11170,3.4748878
11171,5.6867943
11172,5.4716015
11173,4.4656415
11174,5.9424915
11175,5.1070337
11176,5.916132
11177,5.715996
11178,2.0521743
11179,3.7331474
11180,5.859975
11181,6.0852613
11182,5.6817207
11183,5.69242
11184,5.8951607
11185,5.795494
11186,5.7820354
11187,4.429502
11188,4.668688
11189,3.5325599
11190,3.8187826
11191,4.7270813
11192,3.6817546
11193,5.999227
11194,3.1093028
11195,4.543934
11196,5.8295226
11197,5.3684835
11198,3.7812715
11199,3.4619915
11200,5.6721735
11201,2.8101943
11202,5.4281664
11203,2.572863
11204,5.006961
11205,5.8951497
11206,4.9680367
11207,5.6103716
11208,5.7744894
11209,5.705843
11210,5.525633
11211,5.8025446
11212,1.5252342
11213,2.6166265
11214,3.786998
11215,6.0359764
11216,4.9254036
11217,5.9198923
11218,5.944883
11219,1.9709985
11220,2.4707737
11221,3.4687128
11222,5.931492
11223,2.8286576
11224,2.9771385
11225,5.1732063
11226,5.7659206
11227,5.253826
11228,5.8603406
11229,3.734118
11230,5.9432178
11231,5.9433866
11232,2.4980097
11233,3.6657653
11234,2.8618863
11235,3.9073536
11236,5.8924947
11237,5.5595737
11238,2.5270324
11239,5.724905
11240,6.0127935
11241,4.1670527
11242,3.2517645
11243,5.628931
11244,6.0546856
11245,4.1161814
11246,5.177468
11247,2.381364
11248,5.5274196
11249,2.316712
11250,4.683886
11251,5.1717396
11252,5.994135
11253,6.019099
11254,6.020631
11255,5.8215714
11256,5.8589177
11257,6.019099
11258,2.9195216
11259,5.822878
11260,3.408182
11261,5.960075
11262,5.1996346
11263,3.9891768
11264,4.810417
11265,6.001343
11266,5.731571
11267,2.5346873
11268,1.9462807
11269,5.2695723
11270,4.6871576
11271,5.6580086
11272,3.0778036
11273,2.6612344
11274,3.9272842
11275,5.806096
11276,3.1459975
11277,3.2782836
11278,3.6186037
11279,6.0317984
11280,3.9873095
11281,5.860897
11282,5.86155
11283,4.778105
11284,5.479334
11285,5.437378
11286,5.565419
11287,5.8648963
11288,5.9377313
11289,2.9857135
11290,6.0221095
11291,3.4891033
11292,4.124552
11293,5.668192
11294,5.445378
11295,6.01645
11296,5.9134645
11297,5.308102
11298,5.9120345
11299,3.926548
11300,2.3820634
11301,2.9618149
11302,5.9214144
11303,5.11456
11304,5.7519293
11305,4.5847306
11306,5.9767413
11307,5.9801235
11308,5.9279327
11309,2.6986928
11310,5.8880687
11311,3.6962647
11312,2.5511866
11313,5.552808
11314,5.7750015
11315,5.993554
11316,2.0766764
11317,5.8742166
11318,2.592373
11319,2.48315
11320,5.999115
11321,5.927667
11322,5.975335
11323,3.304713
11324,2.1879811
11325,4.4531755
11326,6.0111513
11327,2.8806353
11328,5.61578
11329,2.308516
11330,5.9670978
11331,5.892475
11332,5.8967433
11333,5.8133225
11334,5.5262537
11335,4.685719
11336,2.7823582
11337,3.3601851
11338,3.1814368
11339,5.686749
11340,5.7194853
11341,6.03417
11342,5.9794846
11343,2.7456222
11344,5.978701
11345,6.0464354
11346,5.9548073
11347,5.951591
11348,4.980936
11349,4.328019
11350,5.9192567
11351,4.144575
11352,3.137392
11353,2.6215262
11354,2.452355
11355,2.4625647
11356,4.827281
11357,5.0504527
11358,5.7732387
11359,5.959488
11360,2.6612654
11361,5.9651737
11362,4.055751
11363,5.3979483
11364,2.9602141
11365,3.4060154
11366,6.0095305
11367,4.3993278
11368,2.960647
11369,5.94866
11370,3.0606375
11371,2.8118412
11372,5.9389286
11373,3.9740648
11374,5.7529736
11375,5.2393913
11376,5.9446173
11377,5.936124
11378,4.089116
11379,4.4003468
11380,5.2234087
11381,4.0707736
11382,2.4332194
11383,3.684485
11384,3.5805938
11385,4.6804657
11386,5.610718
11387,5.380138
11388,5.7435846
11389,5.741665
11390,3.4694932
11391,4.3689823
11392,5.220793
11393,5.806631
11394,5.564339
11395,5.5367045
11396,3.851375
11397,5.97786
11398,5.6028194
11399,5.992569
11400,5.96634
11401,4.0687103
11402,5.347872
11403,5.9091825
11404,5.782154
11405,3.4677107
11406,5.3843856
11407,5.639726
11408,5.76013
11409,2.5362606
11410,2.898152
11411,2.5681655
11412,5.5018044
11413,4.0068817
11414,5.9331694
11415,5.948884
11416,5.6229353
11417,5.923581
11418,5.9830976
11419,4.1232963
11420,5.6153307
11421,6.067791
11422,5.437843
11423,5.566368
11424,3.3153841
11425,2.9019718
11426,6.004213
11427,4.37519
11428,2.3198123
11429,5.798773
11430,6.00535
11431,2.923242
11432,5.7588882
11433,4.163842
11434,2.4421248
11435,3.9524565
11436,2.6946628
11437,5.7948666
11438,4.11442
11439,5.7031493
11440,3.6101923
11441,2.4079626
11442,2.3594599
11443,2.336547
11444,4.9804516
11445,5.1018353
11446,5.2065477
11447,5.2684207
11448,5.6931663
11449,5.1893806
11450,5.130171
11451,4.354051
11452,4.915414
11453,4.2388773
11454,4.8948975
11455,5.960957
11456,1.743928
11457,5.247243
11458,4.927553
11459,2.3638277
11460,4.8073053
11461,2.5994506
11462,5.957224
11463,3.2209778
11464,5.05291
11465,5.8913097
11466,5.7476006
11467,5.4898157
11468,4.2514086
11469,5.955693
11470,5.7332807
11471,3.5732048
11472,3.729364
11473,5.445697
11474,5.8527937
11475,5.8395023
11476,3.2057338
11477,5.303666
11478,5.8052273
11479,4.5049953
11480,5.8426185
11481,5.8360224
11482,3.9036572
11483,5.737672
11484,2.9472666
11485,2.316321
11486,5.6096125
11487,5.5951743
11488,5.91418
11489,4.6367474
11490,4.2049685
11491,5.7981453
11492,2.6714253
11493,4.4561977
11494,5.5022936
11495,6.00823
11496,4.5734444
11497,5.94514
11498,5.9285603
11499,2.4332654
11500,5.4212856
11501,5.5072465
11502,4.3360085
11503,5.5048733
11504,6.056568
11505,3.3985066
11506,5.919467
11507,5.9164734
11508,5.9846926
11509,5.803672
11510,5.915932
11511,5.780261
11512,2.6194298
11513,2.3829765
11514,5.898798
11515,5.909903
11516,4.6557336
11517,3.2748294
11518,4.82133
11519,5.9016814
11520,5.943265
11521,2.5380678
11522,5.9224033
11523,5.8425217
11524,5.8298135
11525,6.0354853
11526,5.711442
11527,5.9986734
11528,6.06084
11529,5.8574905
11530,2.7849903
11531,5.1636
11532,4.2566705
11533,5.044926
11534,5.878818
11535,3.9330254
11536,4.264346
11537,5.305098
11538,5.887561
11539,5.7313423
11540,3.07312
11541,4.4651117
11542,4.1094503
11543,5.9958487
11544,4.3646936
11545,5.7719183
11546,5.8213716
11547,5.582286
11548,5.703126
11549,5.441534
11550,5.9943037
11551,1.987462
11552,5.867903
11553,5.9099503
11554,4.676049
11555,4.040888
11556,5.9966526
11557,5.4901724
11558,5.957884
11559,5.930745
11560,5.7035336
11561,5.9550323
11562,5.94867
11563,5.939064
11564,5.5084467
11565,5.467681
11566,5.944782
11567,4.699742
11568,6.128401
11569,5.878344
11570,5.92933
11571,5.3938875
11572,3.9942575
11573,5.9092817
11574,4.0734253
11575,2.8764038
11576,4.734252
11577,5.6080117
11578,5.4752192
11579,4.8941345
11580,2.7491875
11581,3.054566
11582,5.0897284
11583,3.7395933
11584,6.08176
11585,2.2003045
11586,5.1778345
11587,3.7074804
11588,2.210897
11589,5.725443
11590,5.7137775
11591,5.8191214
11592,5.5500298
11593,5.1695924
11594,5.968711
11595,5.8438816
11596,3.9415631
11597,5.774492
11598,5.665179
11599,2.3297088
11600,3.9782286
11601,3.085998
11602,3.2523732
11603,3.8368251
11604,2.8259127
11605,5.2383127
11606,5.460456
11607,5.9591894
11608,6.016375
11609,2.5323806
11610,5.780999
11611,5.7235093
11612,5.7828865
11613,5.7455187
11614,3.9241135
11615,5.856305
11616,3.421948
11617,5.567836
11618,3.4024782
11619,5.9970303
11620,5.8473325
11621,4.7642
11622,5.9178677
11623,6.0224295
11624,6.0000925
11625,4.0878963
11626,5.7535095
11627,3.0151787
11628,3.985413
11629,5.8791537
11630,3.9965835
11631,4.156002
11632,2.0978303
11633,5.8175154
11634,5.960442
11635,5.2558208
11636,5.7546616
11637,6.015275
11638,4.679537
11639,3.9947605
11640,2.9763296
11641,5.623296
11642,5.858104
11643,2.892623
11644,5.494371
11645,3.6076446
11646,5.989639
11647,4.8512077
11648,4.908946
11649,5.184021
11650,5.880369
11651,3.695771
11652,5.851044
11653,5.986673
11654,3.622528
11655,3.1090956
11656,2.9383292
11657,5.9506702
11658,5.8085737
11659,5.5494785
11660,6.03713
11661,5.292189
11662,5.7981935
11663,5.863949
11664,2.3239274
11665,3.1245248
11666,5.5254107
11667,5.1649265
11668,4.9559355
11669,3.7168887
11670,6.026072
11671,5.9601254
11672,3.85251
11673,5.966516
11674,2.8403528
11675,5.976038
11676,4.91101
11677,5.7564836
11678,5.8325577
11679,2.7725887
11680,6.0449905
11681,5.1994543
11682,2.8235555
11683,4.944543
11684,3.3675153
11685,2.5734656
11686,4.291782
11687,5.9590425
11688,4.172511
11689,2.8132257
11690,6.041917
11691,2.112484
11692,2.6584249
11693,2.0377579
11694,5.6406097
11695,5.555802
11696,5.9452167
11697,3.7678874
11698,3.7275581
11699,2.5204816
11700,5.989289
11701,5.5331774
11702,5.9072466
11703,5.3632317
11704,5.142229
11705,3.8444867
11706,5.74415
11707,5.806662
11708,6.0086145
11709,2.6072445
11710,5.920513
11711,4.5834
11712,5.512474
11713,2.5946896
11714,5.5531416
11715,5.9114237
11716,5.875942
11717,5.909329
11718,2.3195627
11719,4.36926
11720,5.5657864
11721,5.525256
11722,5.973735
11723,5.8803453
11724,5.604804
11725,5.9011803
11726,4.307911
11727,6.0387163
11728,5.4486985
11729,5.953779
11730,4.157337
11731,4.565136
11732,5.267823
11733,5.6441793
11734,3.664132
11735,5.9036818
11736,2.7228532
11737,5.7864656
11738,3.7039838
11739,4.1723156
11740,3.1936502
11741,5.9474664
11742,5.4635277
11743,5.869252
11744,2.6659346
11745,3.6011643
11746,5.865529
11747,5.111822
11748,5.3153667
11749,4.7091513
11750,2.5970035
11751,5.729695
11752,5.449736
11753,5.0847654
11754,5.8292317
11755,3.740306
11756,4.2911844
11757,5.6812468
11758,5.9974723
11759,5.8720646
11760,5.773588
11761,5.9171467
11762,3.7338006
11763,5.988226
11764,6.036063
11765,5.624124
11766,2.0316021
11767,5.308461
11768,3.820549
11769,4.8768196
11770,5.573041
11771,5.9537287
11772,4.8664904
11773,5.1536236
11774,2.7820275
11775,5.999278
11776,4.542536
11777,5.046431
11778,2.8076546
11779,5.8802385
11780,5.337187
11781,2.8958435
11782,5.7390823
11783,4.993833
11784,5.291501
11785,5.953304
11786,5.7573547
11787,4.8881326
11788,3.1622398
11789,3.9723668
11790,5.6636777
11791,5.7399135
11792,2.4874732
11793,3.0555422
11794,5.531466
11795,5.7710876
11796,5.800642
11797,5.4588804
11798,5.6245203
11799,5.9669266
11800,5.542521
11801,6.024974
11802,5.5023923
11803,3.374562
11804,5.796402
11805,5.769641
11806,4.0778494
11807,4.1591415
11808,5.7282047
11809,6.0095186
11810,5.3704214
11811,3.536705
11812,5.178586
11813,5.540471
11814,2.5041318
11815,3.5752015
11816,3.6732788
11817,5.889083
11818,5.687611
11819,5.6106415
11820,3.9740841
11821,5.5055046
11822,4.978649
11823,4.3094015
11824,6.0055523
11825,5.139028
11826,5.7573843
11827,1.4890056
11828,5.475176
11829,4.839721
11830,3.9859781
11831,5.349052
11832,2.8052683
11833,4.2321205
11834,5.6387854
11835,2.7548244
11836,5.5482917
11837,5.9974294
11838,5.8895264
11839,3.1429276
11840,5.965254
11841,2.9463463
11842,4.791272
11843,3.8132908
11844,6.0065837
11845,3.7049017
11846,6.0934033
11847,2.4187248
11848,5.777369
11849,5.809511
11850,5.4235573
11851,5.9684067
11852,5.555914
11853,3.9195933
11854,5.9834332
11855,5.8486633
11856,4.1884456
11857,3.0207224
11858,6.0290246
11859,4.0672503
11860,5.358324
11861,5.9241595
11862,5.29642
11863,3.2512517
11864,2.3288002
11865,5.942472
11866,3.2499986
11867,5.334874
11868,5.8050056
11869,4.0000176
11870,5.886683
11871,5.3796816
11872,4.839116
11873,5.998703
11874,4.931027
11875,5.7951975
11876,1.5098462
11877,5.6033998
11878,3.5058885
11879,5.7275777
11880,5.211294
11881,5.855733
11882,5.2696586
11883,6.0010567
11884,2.1275072
11885,2.4844046
11886,5.7149305
11887,3.8079123
11888,2.349521
11889,5.74567
11890,5.9475193
11891,6.0294943
11892,2.3523657
11893,5.906978
11894,4.685128
11895,5.70102
11896,5.837204
11897,6.0023727
11898,5.4683027
11899,2.4270494
11900,5.5812197
11901,5.356244
11902,2.2569563
11903,5.6966505
11904,2.8338947
11905,5.948261
11906,5.457303
11907,5.950858
11908,5.762451
11909,5.92919
11910,5.951212
11911,3.0427623
11912,5.0892262
11913,2.25263
11914,4.0608826
11915,5.006983
11916,5.98412
11917,4.8865514
11918,3.5578737
11919,3.1820698
11920,2.5045083
11921,5.6568937
11922,3.4172018
11923,2.5916815
11924,4.6714277
11925,5.6385436
11926,5.9389462
11927,1.767978
11928,5.6386256
11929,2.8100917
11930,5.6030188
11931,4.052328
11932,4.4336057
11933,5.862886
11934,5.9096975
11935,3.2289324
11936,5.198887
11937,2.5503638
11938,5.7574973
11939,5.760664
11940,5.8898997
11941,5.8593626
11942,5.146517
11943,4.62782
11944,3.965982
11945,5.3794374
11946,5.830864
11947,5.597924
11948,5.6816325
11949,3.7712018
11950,4.455911
11951,3.2045102
11952,5.9417076
11953,6.0005736
11954,5.9431458
11955,4.333662
11956,5.9421573
11957,5.9284344
11958,5.1159954
11959,2.6557875
11960,5.424924
11961,3.6450434
11962,5.3783584
11963,2.7515907
11964,2.6292791
11965,3.0747983
11966,4.205784
11967,5.889584
11968,4.606328
11969,4.02289
11970,5.0532103
11971,5.742596
11972,5.649686
11973,5.7687488
11974,5.119546
11975,5.6395903
11976,5.330229
11977,5.476842
11978,4.484354
11979,2.3077257
11980,5.8193145
11981,5.9642177
11982,5.7699356
11983,5.150982
11984,5.9077578
11985,6.062862
11986,4.1830273
11987,5.6459513
11988,5.6078997
11989,3.9724102
11990,2.7300053
11991,2.620954
11992,5.5636992
11993,6.001841
11994,3.9562387
11995,3.1282868
11996,5.6889358
11997,3.9624734
11998,5.797333
11999,3.9958014
12000,5.189372
12001,4.3079786
12002,2.903317
12003,5.809003
12004,4.485721
12005,5.6509085
12006,4.693432
12007,6.002662
12008,5.1672683
12009,2.3903284
12010,4.8809314
12011,5.833742
12012,2.242651
12013,3.3546672
12014,3.7888823
12015,5.6530423
12016,6.0079145
12017,2.815787
12018,5.8679285
12019,5.865821
12020,5.809321
12021,5.8145056
12022,2.400247
12023,5.944411
12024,3.1038237
12025,4.7959175
12026,5.4137473
12027,5.769208
12028,5.9801955
12029,5.022786
12030,5.4636717
12031,5.742302
12032,2.64131
12033,4.61328
12034,5.5911894
